id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,price_range,number_of_reviews,number_of_reviews_range,minimum_nights,reviews_per_month
294297,1521604,Summer,Brooklyn,Williamsburg,"Entire home/apt",105,101-150,11,0-50,3,0.16
294353,430188,Pam,Brooklyn,Williamsburg,"Private room",135,101-150,84,51-100,28,1.12
294490,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,54,51-100,3,0.61
294717,1523610,Marissa,Brooklyn,Williamsburg,"Private room",125,101-150,17,0-50,3,0.19
295231,1387286,Felicia,Brooklyn,Williamsburg,"Private room",60,51-100,1,0-50,7,0.02
295379,1525761,Ric,Brooklyn,Williamsburg,"Entire home/apt",85,51-100,73,51-100,1,0.89
295998,568585,Alan,Manhattan,"Upper West Side","Entire home/apt",300,250+,36,0-50,3,0.47
296345,496164,Todd,Brooklyn,Williamsburg,"Private room",75,51-100,98,51-100,2,1.07
296361,1528912,Weiwei,Queens,Elmhurst,"Private room",55,51-100,63,51-100,1,0.89
296658,1530106,Glenn,Brooklyn,"Crown Heights","Private room",44,0-50,2,0-50,5,0.09
296717,1530310,Jacques,Brooklyn,Bedford-Stuyvesant,"Private room",55,51-100,18,0-50,5,0.2
296844,839679,Brady,Brooklyn,Williamsburg,"Private room",30,0-50,24,0-50,3,0.28
297611,997124,Alison,Brooklyn,"Fort Greene","Private room",35,0-50,1,0-50,3,0.07
297962,1535987,Sergio,Brooklyn,Williamsburg,"Private room",70,51-100,2,0-50,1,0.05
298073,1536533,Irina,Brooklyn,Williamsburg,"Entire home/apt",130,101-150,23,0-50,14,0.25
298759,1539749,Edward,Brooklyn,Bedford-Stuyvesant,"Private room",52,51-100,93,51-100,2,1.12
298854,1412944,Jason,Brooklyn,Williamsburg,"Private room",75,51-100,0,0-50,3,NULL
299062,236421,Jessica,Manhattan,"Upper East Side","Private room",190,151-200,0,0-50,3,NULL
299078,787261,L,Manhattan,SoHo,"Entire home/apt",250,201-250,152,151-200,5,1.69
299531,1220404,Tom,Brooklyn,"East New York","Entire home/apt",100,51-100,119,101-150,1,1.39
299699,1557998,Eliza,Brooklyn,Greenpoint,"Entire home/apt",130,101-150,9,0-50,4,0.1
301034,1550578,Ron,Manhattan,Harlem,"Private room",140,101-150,44,0-50,2,0.49
302057,1555897,Alice,Brooklyn,Flatbush,"Private room",75,51-100,158,151-200,2,1.77
302758,8605,Dimitry,Manhattan,"East Harlem","Entire home/apt",150,101-150,12,0-50,7,0.14
303345,1561505,Ibrahima,Manhattan,"East Harlem","Entire home/apt",90,51-100,51,51-100,3,0.57
303462,1562045,Antonio,Manhattan,"Upper West Side","Entire home/apt",295,250+,0,0-50,1,NULL
304799,185753,Carolyn,Manhattan,"Upper West Side","Entire home/apt",150,101-150,11,0-50,2,0.13
305211,1570170,Kristina,Brooklyn,Williamsburg,"Entire home/apt",180,151-200,236,201-250,3,2.74
306702,1577493,Tina,Brooklyn,"Fort Greene","Private room",135,101-150,16,0-50,3,0.18
306799,1577961,Oona,Brooklyn,Bushwick,"Private room",65,51-100,123,101-150,5,1.42
309342,1586945,Ben,Manhattan,"Upper West Side","Private room",99,51-100,14,0-50,3,0.22
310220,1590548,Magdalena,Brooklyn,Greenpoint,"Private room",149,101-150,65,51-100,14,0.73
310272,1390555,Jonathan,"Staten Island",Clifton,"Private room",59,51-100,50,0-50,1,0.56
310325,745069,Kimberly,Manhattan,Harlem,"Private room",75,51-100,33,0-50,3,0.39
310338,745069,Kimberly,Manhattan,Harlem,"Private room",75,51-100,30,0-50,3,0.35
310524,1597481,Mary,Brooklyn,Bedford-Stuyvesant,"Private room",75,51-100,13,0-50,3,0.15
310796,1385157,Brian,Manhattan,"Upper West Side","Entire home/apt",109,101-150,18,0-50,30,0.2
311003,72747,Karen,Brooklyn,"Crown Heights","Entire home/apt",225,201-250,1,0-50,4,0.01
311343,1601664,Junior,Manhattan,"East Harlem","Private room",86,51-100,216,201-250,3,2.44
311356,142147,Richard,Queens,Ridgewood,"Private room",52,51-100,98,51-100,2,1.09
312429,1606222,P,Brooklyn,"Prospect Heights","Private room",100,51-100,61,51-100,2,0.86
313890,1613244,Ariel,Manhattan,"Lower East Side","Entire home/apt",99,51-100,13,0-50,30,0.34
314982,1617817,Chris,Manhattan,"East Village","Private room",89,51-100,136,101-150,3,1.52
316238,279078,"Andrew & Markus",Brooklyn,Bedford-Stuyvesant,"Entire home/apt",135,101-150,39,0-50,2,0.47
317838,1631400,"Sean And Kiana",Manhattan,"West Village","Entire home/apt",199,151-200,65,51-100,14,0.73
317905,1631733,Jane,Brooklyn,Kensington,"Entire home/apt",89,51-100,62,51-100,3,0.71
318021,1632149,Michael,Manhattan,Harlem,"Private room",110,101-150,47,0-50,3,0.57
318187,1633100,Ana,Brooklyn,Bushwick,"Entire home/apt",120,101-150,42,0-50,2,0.48
319724,1639120,Jason,Brooklyn,Williamsburg,"Private room",59,51-100,207,201-250,3,2.29
319798,9647066,"Maria Luiza",Brooklyn,"Bay Ridge","Private room",49,0-50,72,51-100,4,0.81
319844,1639884,Nora,Brooklyn,Greenpoint,"Private room",79,51-100,22,0-50,14,0.25
320865,1643782,Katy,Manhattan,Harlem,"Entire home/apt",135,101-150,25,0-50,30,0.28
320876,516347,Lillian,Brooklyn,"South Slope","Entire home/apt",185,151-200,215,201-250,2,2.42
320877,1366194,Fabiana,Brooklyn,Williamsburg,"Entire home/apt",225,201-250,26,0-50,4,0.73
321014,1644452,Erin,Manhattan,Gramercy,"Entire home/apt",245,201-250,18,0-50,5,0.21
321136,1644999,Candice,Manhattan,"Washington Heights","Entire home/apt",115,101-150,18,0-50,3,0.21
322037,1649300,James,Brooklyn,Williamsburg,"Entire home/apt",325,250+,320,250+,2,3.6
322604,1651591,Todd,Brooklyn,Williamsburg,"Private room",95,51-100,160,151-200,2,1.8
322974,1610852,Amanda,Manhattan,"West Village","Private room",120,101-150,78,51-100,2,1.22
323706,6064192,"Ted And Diane",Manhattan,"Upper West Side","Entire home/apt",499,250+,64,51-100,30,0.72
324115,1639120,Jason,Brooklyn,Williamsburg,"Private room",75,51-100,219,201-250,2,2.44
324517,1660724,S,Manhattan,"Upper East Side","Private room",109,101-150,66,51-100,1,0.94
324800,1661965,Mathias,Brooklyn,Williamsburg,"Entire home/apt",160,151-200,25,0-50,3,0.29
325429,92788,Sara,Manhattan,"Upper East Side","Entire home/apt",219,201-250,102,101-150,4,1.15
326832,668564,Nitzan,Manhattan,"Upper East Side","Entire home/apt",159,151-200,32,0-50,2,0.47
326956,51038,Erica,Brooklyn,"Clinton Hill","Private room",180,151-200,15,0-50,3,0.18
327521,82896,Esther,Manhattan,"East Village","Entire home/apt",150,101-150,1,0-50,5,0.02
327778,1675255,Jill,Manhattan,"Kips Bay","Entire home/apt",106,101-150,12,0-50,3,0.14
328040,1676487,Robyn,Manhattan,Midtown,"Entire home/apt",299,250+,19,0-50,10,0.27
328693,1013131,Joseph,Manhattan,"Upper West Side","Entire home/apt",179,151-200,297,250+,3,3.37
328744,890215,Duane,Brooklyn,"Crown Heights","Entire home/apt",165,151-200,12,0-50,3,0.13
329064,1680375,Marc,Brooklyn,Flatbush,"Entire home/apt",500,250+,9,0-50,4,0.11
329310,1681546,Todd,Manhattan,Chinatown,"Entire home/apt",250,201-250,9,0-50,15,0.1
329385,312288,Paula,Manhattan,Inwood,"Private room",87,51-100,46,0-50,7,0.62
333189,1697784,Jonathan,Brooklyn,Williamsburg,"Private room",79,51-100,42,0-50,4,0.47
333323,1698391,Pat,Manhattan,"Hell's Kitchen","Private room",75,51-100,118,101-150,2,2.11
334607,52043,Patrick,Brooklyn,Williamsburg,"Entire home/apt",200,151-200,53,51-100,30,0.6
334781,547177,Chryslaine,Manhattan,Harlem,"Private room",80,51-100,15,0-50,1,0.21
335797,1709216,"Steve And Heather",Brooklyn,"East Flatbush","Entire home/apt",115,101-150,64,51-100,3,0.72
335819,1709216,"Steve And Heather",Brooklyn,"East Flatbush","Entire home/apt",115,101-150,51,51-100,3,0.58
335820,1709216,"Steve And Heather",Brooklyn,"East Flatbush","Entire home/apt",120,101-150,79,51-100,3,0.88
336220,1711529,Jason,Manhattan,Harlem,"Private room",125,101-150,202,201-250,3,2.29
339456,1723485,Mary,Manhattan,"Upper West Side","Entire home/apt",387,250+,23,0-50,1,0.63
341525,1732559,J,Manhattan,"Hell's Kitchen","Private room",95,51-100,62,51-100,6,0.76
341982,483013,Yj,Manhattan,"Upper West Side","Entire home/apt",99,51-100,36,0-50,2,0.45
342027,168417,Marie,Manhattan,"Upper East Side","Entire home/apt",121,101-150,16,0-50,1,0.19
342965,1740233,Gladys,Manhattan,"Hell's Kitchen","Entire home/apt",350,250+,24,0-50,4,0.27
342995,1740216,Laura,Manhattan,Harlem,"Private room",75,51-100,77,51-100,2,0.88
343276,1732559,J,Manhattan,"Hell's Kitchen","Private room",95,51-100,110,101-150,5,1.27
343971,10609846,Ben,Manhattan,Harlem,"Private room",89,51-100,56,51-100,1,0.64
344019,1746209,R.,Manhattan,"West Village","Private room",195,151-200,7,0-50,1,0.08
344068,1745312,Steven,Manhattan,"Flatiron District","Private room",160,151-200,0,0-50,21,NULL
344092,1745402,Tony,Brooklyn,"Sunset Park","Entire home/apt",70,51-100,19,0-50,18,0.22
346248,1755339,Julie,Manhattan,"Greenwich Village","Private room",100,51-100,7,0-50,3,0.09
346805,562614,Beth,Manhattan,"Lower East Side","Entire home/apt",140,101-150,53,51-100,1,0.6
347865,251176,Jason,Manhattan,"East Village","Entire home/apt",189,151-200,265,250+,3,2.99
349841,202507,Nom,Brooklyn,Williamsburg,"Private room",160,151-200,0,0-50,5,NULL
350168,1774431,Kate,Brooklyn,"Park Slope","Entire home/apt",178,151-200,8,0-50,30,0.1
350525,74777,"Niki & Colin",Brooklyn,"Crown Heights","Entire home/apt",145,101-150,46,0-50,14,0.52
351530,1747222,Sascha,Brooklyn,"Park Slope","Entire home/apt",125,101-150,6,0-50,5,0.08
351859,417652,Ron,Manhattan,Chelsea,"Entire home/apt",265,250+,75,51-100,4,0.86
352651,1785800,Marvet,Brooklyn,"Prospect-Lefferts Gardens","Private room",77,51-100,11,0-50,5,0.13
352864,1786901,Shai,Manhattan,"Upper East Side","Private room",60,51-100,5,0-50,3,1.47
353317,314377,Marc,Manhattan,Chinatown,"Entire home/apt",129,101-150,132,101-150,3,1.49
354095,1474749,Jared,Manhattan,"East Village","Entire home/apt",199,151-200,41,0-50,6,0.47
355106,1797859,Camila,Brooklyn,"Prospect-Lefferts Gardens","Private room",92,51-100,34,0-50,7,0.39
356230,1251762,Molly,Brooklyn,"Crown Heights","Entire home/apt",185,151-200,34,0-50,3,0.39
357509,684129,Ellie,Manhattan,Midtown,"Entire home/apt",110,101-150,27,0-50,7,0.31
359982,1631288,Kay,Brooklyn,Williamsburg,"Private room",65,51-100,30,0-50,4,0.34
360400,1386983,Candice,Manhattan,Midtown,"Private room",135,101-150,214,201-250,3,2.45
361803,1562039,Jennifer,Manhattan,"Upper East Side","Shared room",115,101-150,12,0-50,30,0.14
363320,390251,Lilly,Manhattan,Harlem,"Private room",175,151-200,6,0-50,2,0.09
363673,256239,Tracey,Manhattan,"Upper West Side","Private room",3000,250+,0,0-50,7,NULL
364275,1840564,Rico,Brooklyn,Williamsburg,"Private room",72,51-100,156,151-200,3,1.8
364785,1842714,Susan,Brooklyn,"Park Slope","Private room",80,51-100,30,0-50,2,0.74
367042,774128,Andre,Brooklyn,"Crown Heights","Entire home/apt",125,101-150,1,0-50,5,0.02
367810,1728785,"Veronika And John",Brooklyn,Greenpoint,"Private room",120,101-150,3,0-50,5,0.09
369411,179679,Ginger,Brooklyn,Williamsburg,"Private room",94,51-100,272,250+,2,3.18
369567,1863447,Luke,Brooklyn,"Prospect Heights","Private room",56,51-100,63,51-100,3,0.82
369671,1863713,Alix,Manhattan,"East Village","Entire home/apt",549,250+,58,51-100,30,0.66
371138,1869567,Max,Brooklyn,Greenpoint,"Entire home/apt",190,151-200,5,0-50,2,0.1
373618,1879389,Christina,Brooklyn,Williamsburg,"Private room",129,101-150,63,51-100,3,0.71
374548,1884204,Mark,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",85,51-100,268,250+,5,3.04
375249,1887999,"Rimma & Jim","Staten Island",Graniteville,"Private room",20,0-50,80,51-100,3,0.92
377217,1895957,Ido,Manhattan,"Upper West Side","Entire home/apt",145,101-150,22,0-50,3,0.25
378460,1900800,Geny,Manhattan,"Hell's Kitchen","Entire home/apt",200,151-200,13,0-50,7,0.15
380416,438133,Ellis,Brooklyn,"Park Slope","Entire home/apt",125,101-150,23,0-50,4,0.67
380730,1317588,Alexander,Brooklyn,"Sheepshead Bay","Entire home/apt",50,0-50,3,0-50,30,0.08
382523,732535,William,Manhattan,Harlem,"Private room",160,151-200,10,0-50,3,0.12
382524,732535,William,Manhattan,Harlem,"Private room",180,151-200,14,0-50,3,0.16
385190,1928213,Brace,Manhattan,Inwood,"Private room",100,51-100,20,0-50,1,0.28
385657,1930204,Sophia,Brooklyn,Williamsburg,"Private room",70,51-100,2,0-50,5,0.02
385824,1931205,Orit,Bronx,"Spuyten Duyvil","Entire home/apt",120,101-150,47,0-50,2,1.22
386555,773928,Nen,"Staten Island",Stapleton,"Private room",110,101-150,6,0-50,2,0.19
386744,1935291,Cristina,Manhattan,"Upper East Side","Private room",105,101-150,93,51-100,7,1.06
386799,1935605,Jon,Manhattan,Midtown,"Entire home/apt",250,201-250,116,101-150,3,1.32
387324,1828506,Yogi,Manhattan,"Kips Bay","Private room",74,51-100,15,0-50,240,0.17
387377,390251,Lilly,Manhattan,Harlem,"Entire home/apt",165,151-200,70,51-100,2,0.8
387666,1939728,"Michael & Aleksandra",Manhattan,"Washington Heights","Private room",99,51-100,4,0-50,3,0.41
387735,1146958,Liz,Manhattan,Gramercy,"Entire home/apt",125,101-150,128,101-150,30,1.46
389482,1947974,"Constance F.",Queens,Briarwood,"Private room",75,51-100,59,51-100,1,0.69
391948,1960128,Luana,Queens,"Ozone Park","Shared room",45,0-50,8,0-50,1,0.11
391955,1960189,Rebecka,Brooklyn,"Columbia St","Entire home/apt",159,151-200,106,101-150,2,1.22
392948,312722,"Kristian & Di",Brooklyn,Williamsburg,"Private room",45,0-50,15,0-50,15,0.57
393016,1303029,Kristina,Manhattan,"Hell's Kitchen","Private room",104,101-150,133,101-150,2,1.51
393094,1965972,Alayna,Manhattan,"Financial District","Entire home/apt",225,201-250,27,0-50,4,0.31
393682,1968502,Paola,Manhattan,Nolita,"Private room",100,51-100,61,51-100,5,0.7
394026,1651591,Todd,Brooklyn,Greenpoint,"Private room",90,51-100,2,0-50,2,0.02
394111,1947974,"Constance F.",Queens,Briarwood,"Private room",75,51-100,16,0-50,1,0.18
394235,1970839,Javier,Manhattan,"Flatiron District","Entire home/apt",350,250+,0,0-50,7,NULL
396636,1981742,Daniel,Manhattan,Harlem,"Entire home/apt",135,101-150,38,0-50,5,0.44
397034,70234,Richelle,Manhattan,"Upper West Side","Private room",125,101-150,25,0-50,1,0.28
397297,1982209,Wendy,Manhattan,"East Village","Entire home/apt",225,201-250,93,51-100,3,1.05
397420,1985717,Darktalia,Manhattan,Harlem,"Private room",85,51-100,6,0-50,3,0.07
398281,325790,Michael,Manhattan,"Upper East Side","Entire home/apt",200,151-200,30,0-50,7,0.34
398283,1989327,William,Brooklyn,"South Slope","Entire home/apt",250,201-250,17,0-50,3,0.46
399946,1996265,David,Manhattan,"Lower East Side","Private room",90,51-100,67,51-100,10,0.77
400039,1488809,John,Brooklyn,Bushwick,"Entire home/apt",130,101-150,53,51-100,30,0.68
400466,1985759,Esther,Brooklyn,"Prospect-Lefferts Gardens","Entire home/apt",90,51-100,32,0-50,30,0.37
401579,462379,Loretta,Brooklyn,"Carroll Gardens","Entire home/apt",298,250+,131,101-150,30,1.84
401836,2005740,Maya,Manhattan,"Upper East Side","Entire home/apt",300,250+,19,0-50,4,0.22
402037,2006712,Amanda,Manhattan,Harlem,"Private room",125,101-150,0,0-50,1,NULL
403056,2010724,"K. Naomi",Manhattan,"East Harlem","Private room",125,101-150,74,51-100,3,0.84
403264,1386983,Candice,Manhattan,Midtown,"Private room",145,101-150,165,151-200,3,1.88
403668,2013117,Katya,Manhattan,"East Village","Entire home/apt",147,101-150,16,0-50,2,0.18
404502,242506,Jsun,Brooklyn,Williamsburg,"Private room",123,101-150,269,250+,3,3.09
