job id,job title 1,job title 2,published date,removed date,SALARY ESTIMATE,COMPANY_NAME,COMPANY_RANK,STATE_OF_COMPANY,HEADQUARTERS_OF_COMPANY,COMPANY_SIZE,COMPANY_MARKET_VALUE
486,Human,Resources Assistant II,2016-05-12 07:12:01,2016-07-23 07:12:01,40K-134K,Dabshots,6.0,          Washington         ,Yakima,50.0 to 85.0 employees,770.0
487,Administrative,Officer,2017-07-11 20:00:28,2017-09-06 20:00:28,45K-126K,Abatz,3.0,          Michigan         ,Lansing,20.0 to 34.0 employees,620.0
488,Professor,,2019-10-25 21:34:37,2020-01-07 21:34:37,46K-200K,Feedspan,6.0,          Georgia         ,Augusta,50.0 to 85.0 employees,770.0
489,Quality,Control Specialist,2017-02-04 15:28:59,2017-02-08 15:28:59,83K-187K,Browsecat,7.0,          Oklahoma         ,Oklahoma City,60.0 to 102.0 employees,797.7777777777777
490,Associate,Professor,2019-12-02 16:10:28,2020-02-15 16:10:28,96K-183K,Riffpath,6.0,          Florida         ,Tallahassee,50.0 to 85.0 employees,770.0
491,Research,Nurse,2017-06-16 06:07:32,2017-08-16 06:07:32,83K-178K,Yamia,3.0,          Nevada         ,Las Vegas,20.0 to 34.0 employees,620.0
492,Product,Engineer,2020-05-07 14:49:01,2020-06-15 14:49:01,94K-158K,Riffpath,6.0,          New Jersey         ,Paterson,50.0 to 85.0 employees,770.0
493,Clinical,Specialist,2016-09-01 04:12:57,2016-11-08 04:12:57,16K-191K,Feedbug,5.0,          Wisconsin         ,Green Bay,40.0 to 68.0 employees,734.2857142857142
494,Desktop,Support Technician,2019-07-16 04:45:52,2019-09-03 04:45:52,99K-176K,Katz,2.0,          Colorado         ,,10.0 to 17.0 employees,520.0
495,Data,Coordiator,2016-06-02 15:58:32,2016-09-09 15:58:32,77K-102K,Latz,2.0,          Texas         ,Gatesville,10.0 to 17.0 employees,520.0
496,Senior,Financial Analyst,2019-10-02 14:54:17,2020-01-02 14:54:17,55K-195K,Tagtune,5.0,          Connecticut         ,New Haven,40.0 to 68.0 employees,734.2857142857142
497,Analog,Circuit Design manager,2016-03-24 11:03:11,2016-05-01 11:03:11,55K-123K,Camido,4.0,          South Dakota         ,Sioux Falls,30.0 to 51.0 employees,686.6666666666666
498,Administrative,Officer,2019-08-25 21:41:23,2019-09-01 21:41:23,3K-135K,Tavu,2.0,          California         ,Fresno,10.0 to 17.0 employees,520.0
499,Cost,Accountant,2019-11-27 15:08:39,2020-01-19 15:08:39,30K-159K,Kimia,3.0,          Oregon         ,Portland,20.0 to 34.0 employees,620.0
500,Quality,Engineer,2020-10-22 17:10:41,2020-11-19 17:10:41,97K-163K,Ntags,3.0,          Michigan         ,Lansing,20.0 to 34.0 employees,620.0
501,Data,Coordiator,2020-08-20 02:30:18,2020-10-07 02:30:18,27K-158K,Thoughtmix,8.0,          Colorado         ,,70.0 to 119.0 employees,820.0
502,GIS,Technical Architect,2017-04-16 00:57:07,2017-06-10 00:57:07,89K-170K,Tekfly,4.0,          California         ,San Bernardino,30.0 to 51.0 employees,686.6666666666666
503,Junior,Executive,2020-12-17 08:36:27,2020-12-27 08:36:27,42K-149K,Rhybox,4.0,          Ohio         ,Akron,30.0 to 51.0 employees,686.6666666666666
504,Payment,Adjustment Coordinator,2017-12-29 00:34:46,2018-03-30 00:34:46,15K-182K,Bubblebox,7.0,          Kentucky         ,Louisville,60.0 to 102.0 employees,797.7777777777777
505,Nuclear,Power Engineer,2018-07-29 00:52:05,2018-09-16 00:52:05,87K-121K,Viva,2.0,          Florida         ,Naples,10.0 to 17.0 employees,520.0
506,Web,Developer IV,2019-06-29 16:32:20,2019-08-06 16:32:20,7K-128K,Kwinu,3.0,          Ohio         ,Dayton,20.0 to 34.0 employees,620.0
507,Structural,Engineer,2020-02-14 03:14:25,2020-04-08 03:14:25,7K-138K,Yakitri,5.0,          New York         ,New York City,40.0 to 68.0 employees,734.2857142857142
508,Systems,Administrator IV,2018-03-27 20:32:45,2018-06-23 20:32:45,76K-119K,Browsedrive,9.0,          Oregon         ,Portland,80.0 to 136.0 employees,838.1818181818182
509,Assistant,Manager,2017-11-06 19:02:25,2018-02-04 19:02:25,69K-156K,Divanoodle,8.0,          California         ,San Francisco,70.0 to 119.0 employees,820.0
510,Software,Consultant,2021-01-17 15:09:45,2021-03-03 15:09:45,77K-157K,Layo,2.0,          California         ,Los Angeles,10.0 to 17.0 employees,520.0
511,Environmental,Specialist,2020-08-27 23:41:04,2020-12-02 23:41:04,27K-167K,Wikido,4.0,          California         ,San Jose,30.0 to 51.0 employees,686.6666666666666
512,Engineer,III,2017-08-20 01:38:35,2017-10-12 01:38:35,0K-197K,Roodel,4.0,          Kentucky         ,Louisville,30.0 to 51.0 employees,686.6666666666666
513,Health,Coach I,2018-05-29 18:11:51,2018-07-06 18:11:51,12K-174K,Voonix,4.0,          Florida         ,,30.0 to 51.0 employees,686.6666666666666
514,Staff,Scientist,2018-01-26 15:05:47,2018-03-21 15:05:47,66K-189K,Eayo,2.0,          North Dakota         ,Bismarck,10.0 to 17.0 employees,520.0
515,Electrical,Engineer,2018-12-25 12:08:25,2019-03-19 12:08:25,38K-131K,Dynava,4.0,          Michigan         ,Lansing,30.0 to 51.0 employees,686.6666666666666
516,Senior,Quality Engineer,2020-06-28 14:52:59,2020-10-02 14:52:59,27K-120K,Skiptube,6.0,          Texas         ,Houston,50.0 to 85.0 employees,770.0
517,Systems,Administrator IV,2020-10-17 22:29:43,2020-12-17 22:29:43,70K-183K,Thoughtmix,8.0,          New York         ,Albany,70.0 to 119.0 employees,820.0
518,Community,Outreach Specialist,2020-10-11 01:21:49,2020-11-15 01:21:49,83K-161K,Topicshots,8.0,          Ohio         ,Cincinnati,70.0 to 119.0 employees,820.0
519,Chief,Design Engineer,2019-05-01 19:29:34,2019-05-17 19:29:34,72K-111K,Yombu,3.0,          New York         ,New York City,20.0 to 34.0 employees,620.0
520,Clinical,Specialist,2018-04-19 17:45:53,2018-06-09 17:45:53,12K-131K,Blogspan,6.0,          Ohio         ,Dayton,50.0 to 85.0 employees,770.0
521,Biostatistician,III,2017-11-18 05:28:30,2017-11-21 05:28:30,92K-129K,Jayo,2.0,          Illinois         ,Chicago,10.0 to 17.0 employees,520.0
522,Sales,Representative,2021-02-05 02:40:50,2021-02-11 02:40:50,64K-150K,Minyx,3.0,          Indiana         ,Crawfordsville,20.0 to 34.0 employees,620.0
523,Dental,Hygienist,2020-08-16 01:47:26,2020-09-30 01:47:26,8K-130K,Twimm,3.0,          Texas         ,Austin,20.0 to 34.0 employees,620.0
524,Quality,Engineer,2018-01-21 19:38:20,2018-02-24 19:38:20,86K-101K,Realblab,6.0,          Texas         ,San Antonio,50.0 to 85.0 employees,770.0
525,Research,Nurse,2018-05-25 19:18:53,2018-07-20 19:18:53,3K-152K,Rhynyx,4.0,          New York         ,Buffalo,30.0 to 51.0 employees,686.6666666666666
526,Senior,Developer,2017-07-25 13:27:11,2017-10-19 13:27:11,18K-156K,Cogilith,6.0,          Colorado         ,Denver,50.0 to 85.0 employees,770.0
527,Desktop,Support Technician,2019-11-12 17:26:07,2019-12-25 17:26:07,93K-140K,Twitterworks,10.0,          Texas         ,El Paso,90.0 to 153.0 employees,853.3333333333335
528,Health,Coach II,2019-02-12 11:24:08,2019-02-23 11:24:08,40K-135K,Meejo,3.0,          Ohio         ,Cleveland,20.0 to 34.0 employees,620.0
529,Accounting,Assistant I,2018-08-15 19:56:47,2018-10-21 19:56:47,73K-167K,Roombo,4.0,          Ohio         ,Canton,30.0 to 51.0 employees,686.6666666666666
530,Internal,Auditor,2016-09-22 08:34:44,2016-12-26 08:34:44,87K-166K,Kimia,3.0,          Georgia         ,Norcross,20.0 to 34.0 employees,620.0
531,Help,Desk Technician,2020-02-04 10:35:42,2020-03-18 10:35:42,74K-191K,Pixope,4.0,          Nevada         ,Reno,30.0 to 51.0 employees,686.6666666666666
532,VP,Accounting,2019-01-02 03:02:05,2019-02-04 03:02:05,76K-119K,Voolia,4.0,          Ohio         ,Cincinnati,30.0 to 51.0 employees,686.6666666666666
533,Analyst,Programmer,2016-07-15 08:27:38,2016-08-09 08:27:38,65K-162K,Youspan,5.0,          Texas         ,Houston,40.0 to 68.0 employees,734.2857142857142
534,Nurse,Practicioner,2019-10-06 15:31:53,2020-01-10 15:31:53,89K-115K,Yodel,3.0,          Ohio         ,Cincinnati,20.0 to 34.0 employees,620.0
535,Product,Engineer,2016-11-08 17:55:42,2017-01-26 17:55:42,8K-129K,Buzzshare,7.0,          New York         ,New York City,60.0 to 102.0 employees,797.7777777777777
536,Desktop,Support Technician,2017-11-27 18:10:04,2018-03-04 18:10:04,32K-198K,Tagchat,5.0,          Maryland         ,Baltimore,40.0 to 68.0 employees,734.2857142857142
537,Biostatistician,IV,2020-02-16 12:44:48,2020-03-20 12:44:48,1K-166K,Oloo,2.0,          California         ,Los Angeles,10.0 to 17.0 employees,520.0
538,Product,Engineer,2020-03-28 19:07:53,2020-06-06 19:07:53,8K-169K,Skiptube,6.0,          New York         ,Albany,50.0 to 85.0 employees,770.0
539,Senior,Financial Analyst,2020-03-24 16:38:04,2020-04-15 16:38:04,98K-172K,Blogtags,6.0,          South Dakota         ,Sioux Falls,50.0 to 85.0 employees,770.0
540,GIS,Technical Architect,2016-09-01 16:21:47,2016-10-04 16:21:47,14K-151K,Tagtune,5.0,          Washington         ,Tacoma,40.0 to 68.0 employees,734.2857142857142
541,Administrative,Officer,2019-05-15 09:36:34,2019-06-26 09:36:34,86K-119K,Viva,2.0,          Texas         ,Round Rock,10.0 to 17.0 employees,520.0
542,Human,Resources Manager,2019-01-28 22:41:02,2019-05-04 22:41:02,5K-175K,Linkbridge,8.0,          Florida         ,Pompano Beach,70.0 to 119.0 employees,820.0
543,Mechanical,Systems Engineer,2020-09-26 05:40:24,2020-10-15 05:40:24,92K-123K,Pixoboo,5.0,          Maryland         ,Baltimore,40.0 to 68.0 employees,734.2857142857142
544,Executive,Secretary,2016-06-12 23:54:54,2016-08-29 23:54:54,14K-127K,Voonder,5.0,          Alaska         ,Fairbanks,40.0 to 68.0 employees,734.2857142857142
545,VP,Quality Control,2020-04-02 14:58:09,2020-06-30 14:58:09,2K-173K,Gevee,3.0,          Maryland         ,Hagerstown,20.0 to 34.0 employees,620.0
546,Health,Coach IV,2017-09-11 14:35:26,2017-12-09 14:35:26,91K-196K,Lazz,2.0,          Louisiana         ,Lafayette,10.0 to 17.0 employees,520.0
547,Computer,Systems Analyst III,2018-10-08 03:50:16,2018-11-11 03:50:16,90K-195K,Gabvine,5.0,          Texas         ,Dallas,40.0 to 68.0 employees,734.2857142857142
548,Associate,Professor,2020-02-04 23:18:59,2020-03-04 23:18:59,57K-176K,Gabcube,5.0,          California         ,Fresno,40.0 to 68.0 employees,734.2857142857142
549,Product,Engineer,2020-05-14 01:27:25,2020-05-23 01:27:25,70K-138K,Eare,2.0,          Pennsylvania         ,Pittsburgh,10.0 to 17.0 employees,520.0
550,Teacher,,2019-10-15 14:59:19,2019-10-24 14:59:19,50K-170K,Layo,2.0,          Illinois         ,Chicago,10.0 to 17.0 employees,520.0
551,Food,Chemist,2017-05-23 04:38:42,2017-05-26 04:38:42,43K-193K,Lazz,2.0,          Wisconsin         ,Milwaukee,10.0 to 17.0 employees,520.0
552,Compensation,Analyst,2019-03-21 22:05:21,2019-04-24 22:05:21,15K-148K,Kamba,3.0,          California         ,Santa Ana,20.0 to 34.0 employees,620.0
553,Electrical,Engineer,2019-08-22 14:00:54,2019-10-03 14:00:54,4K-179K,Wikivu,4.0,          Texas         ,Longview,30.0 to 51.0 employees,686.6666666666666
554,Legal,Assistant,2017-06-12 15:27:41,2017-07-06 15:27:41,2K-154K,Realcube,6.0,          Missouri         ,Kansas City,50.0 to 85.0 employees,770.0
555,GIS,Technical Architect,2019-02-03 02:15:35,2019-05-03 02:15:35,91K-194K,Nlounge,5.0,          Texas         ,Amarillo,40.0 to 68.0 employees,734.2857142857142
556,Recruiter,,2018-06-26 07:01:18,2018-07-06 07:01:18,20K-170K,Talane,4.0,          California         ,Irvine,30.0 to 51.0 employees,686.6666666666666
557,Paralegal,,2018-07-12 18:34:02,2018-10-12 18:34:02,67K-101K,Roomm,3.0,          Florida         ,Miami,20.0 to 34.0 employees,620.0
558,Web,Designer IV,2016-04-06 14:06:16,2016-05-05 14:06:16,11K-183K,Centizu,5.0,          New York         ,New York City,40.0 to 68.0 employees,734.2857142857142
559,Recruiter,,2019-09-17 11:22:56,2019-12-07 11:22:56,49K-111K,Quaxo,3.0,          Georgia         ,Atlanta,20.0 to 34.0 employees,620.0
560,Occupational,Therapist,2016-06-20 18:54:55,2016-06-21 18:54:55,52K-148K,Zoozzy,4.0,          Michigan         ,Detroit,30.0 to 51.0 employees,686.6666666666666
561,Help,Desk Technician,2018-11-13 16:32:16,2018-11-20 16:32:16,36K-139K,Rhynyx,4.0,          Texas         ,Dallas,30.0 to 51.0 employees,686.6666666666666
562,GIS,Technical Architect,2018-03-15 13:54:23,2018-05-17 13:54:23,8K-185K,Flashspan,7.0,          Florida         ,Miami,60.0 to 102.0 employees,797.7777777777777
563,Clinical,Specialist,2016-06-17 19:14:25,2016-07-10 19:14:25,94K-123K,Skyble,4.0,          New York         ,Staten Island,30.0 to 51.0 employees,686.6666666666666
564,Web,Developer III,2018-11-24 07:35:34,2019-02-26 07:35:34,93K-186K,Eadel,3.0,          Tennessee         ,Memphis,20.0 to 34.0 employees,620.0
565,Design,Engineer,2016-07-24 13:29:13,2016-07-26 13:29:13,68K-111K,Linkbridge,8.0,          Nevada         ,North Las Vegas,70.0 to 119.0 employees,820.0
566,Senior,Financial Analyst,2020-06-22 09:44:57,2020-08-09 09:44:57,83K-168K,Zava,2.0,          Oregon         ,Portland,10.0 to 17.0 employees,520.0
567,Marketing,Assistant,2018-10-05 05:44:17,2018-10-27 05:44:17,4K-138K,Ntag,2.0,          Texas         ,Dallas,10.0 to 17.0 employees,520.0
568,Assistant,Professor,2019-10-10 20:36:00,2019-11-22 20:36:00,19K-190K,Gabcube,5.0,          Texas         ,Dallas,40.0 to 68.0 employees,734.2857142857142
569,Research,Assistant I,2018-12-21 05:27:49,2019-03-21 05:27:49,44K-142K,Mydeo,3.0,          Ohio         ,Cincinnati,20.0 to 34.0 employees,620.0
570,Engineer,IV,2019-06-27 14:07:20,2019-09-07 14:07:20,84K-127K,Babbleopia,8.0,          New York         ,Jamaica,70.0 to 119.0 employees,820.0
571,Teacher,,2019-09-10 19:15:06,2019-09-24 19:15:06,6K-158K,Lazz,2.0,          New Jersey         ,Jersey City,10.0 to 17.0 employees,520.0
572,Civil,Engineer,2020-08-21 17:04:02,2020-11-07 17:04:02,48K-162K,Wikibox,5.0,          Texas         ,Arlington,40.0 to 68.0 employees,734.2857142857142
573,Account,Coordinator,2020-10-16 12:12:16,2020-10-31 12:12:16,52K-162K,Zazio,3.0,          Missouri         ,Saint Louis,20.0 to 34.0 employees,620.0
574,Analyst,Programmer,2018-02-03 14:22:11,2018-03-17 14:22:11,77K-160K,Skivee,4.0,          Michigan         ,Warren,30.0 to 51.0 employees,686.6666666666666
575,Civil,Engineer,2018-12-01 20:51:36,2019-02-12 20:51:36,20K-115K,Demivee,5.0,          California         ,Fresno,40.0 to 68.0 employees,734.2857142857142
576,Editor,,2018-04-15 15:19:22,2018-07-05 15:19:22,21K-183K,Eidel,3.0,          Virginia         ,Herndon,20.0 to 34.0 employees,620.0
577,Marketing,Assistant,2018-05-21 06:27:55,2018-08-06 06:27:55,96K-152K,Zoomdog,5.0,          California         ,Sacramento,40.0 to 68.0 employees,734.2857142857142
578,Programmer,I,2017-07-06 11:47:11,2017-10-10 11:47:11,3K-185K,Centimia,6.0,          Illinois         ,Peoria,50.0 to 85.0 employees,770.0
579,Geologist,III,2016-10-01 07:35:59,2016-12-01 07:35:59,57K-105K,Zoovu,3.0,          Utah         ,Sandy,20.0 to 34.0 employees,620.0
580,Senior,Editor,2019-10-07 05:20:19,2020-01-09 05:20:19,19K-150K,Feednation,8.0,          West Virginia         ,Huntington,70.0 to 119.0 employees,820.0
581,Software,Test Engineer II,2019-08-11 09:16:22,2019-08-30 09:16:22,3K-135K,Skyvu,3.0,          California         ,San Diego,20.0 to 34.0 employees,620.0
582,Physical,Therapy Assistant,2018-06-13 17:14:33,2018-09-11 17:14:33,26K-140K,Skimia,4.0,          Florida         ,,30.0 to 51.0 employees,686.6666666666666
583,Executive,Secretary,2017-11-20 10:22:51,2018-02-04 10:22:51,45K-150K,Plajo,3.0,          Texas         ,Odessa,20.0 to 34.0 employees,620.0
584,Geologist,I,2020-08-15 00:34:46,2020-08-22 00:34:46,100K-160K,Rhynyx,4.0,          District of Columbia         ,Washington,30.0 to 51.0 employees,686.6666666666666
585,Systems,Administrator IV,2019-08-31 05:41:27,2019-12-09 05:41:27,56K-168K,Kwimbee,5.0,          Idaho         ,Idaho Falls,40.0 to 68.0 employees,734.2857142857142
586,Help,Desk Operator,2019-08-25 15:33:06,2019-08-29 15:33:06,82K-152K,Tambee,4.0,          Georgia         ,Macon,30.0 to 51.0 employees,686.6666666666666
587,Programmer,Analyst III,2017-04-11 11:59:10,2017-06-09 11:59:10,4K-168K,Vitz,2.0,          Kentucky         ,Louisville,10.0 to 17.0 employees,520.0
588,Staff,Scientist,2016-11-25 05:33:46,2016-11-29 05:33:46,78K-178K,Devpoint,6.0,          Maryland         ,Rockville,50.0 to 85.0 employees,770.0
589,Mechanical,Systems Engineer,2018-04-14 22:44:57,2018-07-13 22:44:57,3K-123K,Realpoint,7.0,          District of Columbia         ,Washington,60.0 to 102.0 employees,797.7777777777777
590,Research,Nurse,2019-03-05 04:44:20,2019-05-12 04:44:20,89K-180K,Lazz,2.0,          Virginia         ,Roanoke,10.0 to 17.0 employees,520.0
591,Business,Systems Development Analyst,2019-10-05 20:18:47,2019-12-29 20:18:47,89K-120K,Meeveo,4.0,          Hawaii         ,Honolulu,30.0 to 51.0 employees,686.6666666666666
592,Speech,Pathologist,2019-06-22 00:55:06,2019-08-15 00:55:06,33K-152K,Devbug,4.0,          Texas         ,Fort Worth,30.0 to 51.0 employees,686.6666666666666
593,Accountant,II,2020-03-28 02:50:27,2020-06-03 02:50:27,69K-193K,Janyx,3.0,          California         ,Santa Cruz,20.0 to 34.0 employees,620.0
594,Health,Coach IV,2019-03-28 11:19:21,2019-06-29 11:19:21,27K-177K,Nlounge,5.0,          Arizona         ,Scottsdale,40.0 to 68.0 employees,734.2857142857142
595,Geological,Engineer,2017-04-14 05:57:29,2017-05-02 05:57:29,4K-150K,Thoughtstorm,10.0,          West Virginia         ,Charleston,90.0 to 153.0 employees,853.3333333333335
596,Tax,Accountant,2016-09-13 08:55:31,2016-10-20 08:55:31,0K-128K,Zoomdog,5.0,          Virginia         ,Alexandria,40.0 to 68.0 employees,734.2857142857142
597,Compensation,Analyst,2020-08-27 17:30:42,2020-08-30 17:30:42,95K-153K,Tavu,2.0,          Indiana         ,Fort Wayne,10.0 to 17.0 employees,520.0
598,Senior,Quality Engineer,2017-10-09 18:00:47,2018-01-14 18:00:47,61K-126K,Trupe,3.0,          Virginia         ,Newport News,20.0 to 34.0 employees,620.0
599,Account,Representative II,2020-11-13 14:21:34,2021-01-27 14:21:34,78K-149K,Nlounge,5.0,          Colorado         ,Denver,40.0 to 68.0 employees,734.2857142857142
600,Director,of Sales,2016-04-04 12:54:01,2016-06-26 12:54:01,71K-148K,Yodel,3.0,          Georgia         ,Marietta,20.0 to 34.0 employees,620.0
601,Recruiting,Manager,2019-11-18 16:50:23,2019-11-26 16:50:23,35K-111K,Photobean,7.0,          Colorado         ,Denver,60.0 to 102.0 employees,797.7777777777777
602,VP,Accounting,2017-03-23 18:14:53,2017-04-06 18:14:53,25K-166K,Ozu,1.0,          Nevada         ,Carson City,0.0 to 0.0 employees,353.33333333333326
603,Nuclear,Power Engineer,2016-12-12 08:01:41,2016-12-16 08:01:41,17K-141K,Aimbu,3.0,          Minnesota         ,Young America,20.0 to 34.0 employees,620.0
604,Nurse,,2018-11-25 16:57:25,2019-01-08 16:57:25,43K-180K,Tagopia,5.0,          Florida         ,Miami,40.0 to 68.0 employees,734.2857142857142
605,VP,Accounting,2016-06-10 22:26:24,2016-06-25 22:26:24,15K-150K,Yombu,3.0,          Minnesota         ,Minneapolis,20.0 to 34.0 employees,620.0
606,Data,Coordiator,2018-06-07 08:04:13,2018-07-23 08:04:13,1K-123K,Skiptube,6.0,          Nebraska         ,Omaha,50.0 to 85.0 employees,770.0
607,Programmer,III,2019-02-02 14:41:44,2019-05-11 14:41:44,32K-161K,Oyondu,4.0,          California         ,Fresno,30.0 to 51.0 employees,686.6666666666666
608,Recruiting,Manager,2018-09-13 02:31:00,2018-11-21 02:31:00,54K-175K,Dablist,5.0,          Ohio         ,Dayton,40.0 to 68.0 employees,734.2857142857142
609,Help,Desk Operator,2019-01-09 11:36:35,2019-02-04 11:36:35,24K-182K,Shuffletag,8.0,          Kansas         ,Wichita,70.0 to 119.0 employees,820.0
610,Media,Manager III,2019-05-23 05:33:43,2019-08-07 05:33:43,79K-190K,Jaxspan,5.0,          Illinois         ,Palatine,40.0 to 68.0 employees,734.2857142857142
611,Sales,Representative,2016-02-28 22:35:57,2016-03-17 22:35:57,37K-140K,Vipe,2.0,          Texas         ,Houston,10.0 to 17.0 employees,520.0
612,Dental,Hygienist,2019-07-15 00:06:21,2019-07-26 00:06:21,29K-195K,Mydo,2.0,          Connecticut         ,Hartford,10.0 to 17.0 employees,520.0
613,VP,Marketing,2018-10-13 16:52:39,2019-01-12 16:52:39,3K-134K,Zoomdog,5.0,          South Carolina         ,Charleston,40.0 to 68.0 employees,734.2857142857142
614,Paralegal,,2016-12-25 19:03:41,2017-03-04 19:03:41,10K-123K,Thoughtmix,8.0,          Iowa         ,Davenport,70.0 to 119.0 employees,820.0
615,Cost,Accountant,2018-05-06 08:57:36,2018-07-22 08:57:36,97K-104K,Fadeo,3.0,          Georgia         ,Macon,20.0 to 34.0 employees,620.0
616,Computer,Systems Analyst I,2019-06-25 00:05:32,2019-09-07 00:05:32,18K-106K,Yoveo,3.0,          Tennessee         ,Chattanooga,20.0 to 34.0 employees,620.0
617,Actuary,,2020-05-23 07:11:46,2020-07-13 07:11:46,22K-142K,Innojam,5.0,          Pennsylvania         ,Levittown,40.0 to 68.0 employees,734.2857142857142
618,GIS,Technical Architect,2016-05-12 19:04:13,2016-08-18 19:04:13,8K-136K,Meembee,5.0,          Texas         ,Houston,40.0 to 68.0 employees,734.2857142857142
619,Senior,Quality Engineer,2017-06-13 14:30:23,2017-07-15 14:30:23,88K-194K,Twitternation,11.0,          Florida         ,Panama City,100.0 to 170.0 employees,866.1538461538463
620,VP,Accounting,2020-09-30 20:58:51,2020-12-04 20:58:51,79K-115K,Brightdog,7.0,          New Jersey         ,Newark,60.0 to 102.0 employees,797.7777777777777
621,Staff,Scientist,2017-08-15 20:48:38,2017-11-09 20:48:38,4K-155K,Pixoboo,5.0,          Iowa         ,Des Moines,40.0 to 68.0 employees,734.2857142857142
622,Director,of Sales,2019-01-16 18:28:00,2019-02-21 18:28:00,57K-188K,Kanoodle,6.0,          Florida         ,Sarasota,50.0 to 85.0 employees,770.0
623,Civil,Engineer,2017-10-30 12:20:53,2018-02-02 12:20:53,53K-175K,Divanoodle,8.0,          California         ,Santa Barbara,70.0 to 119.0 employees,820.0
624,Sales,Associate,2017-04-18 23:13:36,2017-06-22 23:13:36,45K-138K,Quinu,3.0,          Alaska         ,Juneau,20.0 to 34.0 employees,620.0
625,Research,Nurse,2020-04-16 03:23:51,2020-07-17 03:23:51,41K-191K,Twimm,3.0,          Alabama         ,Birmingham,20.0 to 34.0 employees,620.0
626,Marketing,Assistant,2017-06-03 20:01:49,2017-08-23 20:01:49,0K-127K,Youbridge,7.0,          Kansas         ,Kansas City,60.0 to 102.0 employees,797.7777777777777
627,VP,Marketing,2019-10-18 07:09:09,2019-11-30 07:09:09,87K-169K,Tagtune,5.0,          Georgia         ,Atlanta,40.0 to 68.0 employees,734.2857142857142
628,Marketing,Assistant,2019-04-18 19:35:17,2019-05-15 19:35:17,11K-122K,Eare,2.0,          New York         ,Rochester,10.0 to 17.0 employees,520.0
629,Recruiter,,2016-11-26 17:42:09,2016-11-28 17:42:09,71K-130K,Zoombox,5.0,          Oklahoma         ,Tulsa,40.0 to 68.0 employees,734.2857142857142
630,Information,Systems Manager,2019-12-01 18:39:58,2019-12-06 18:39:58,76K-150K,Shufflebeat,9.0,          New York         ,Utica,80.0 to 136.0 employees,838.1818181818182
631,Dental,Hygienist,2016-08-12 00:11:36,2016-09-07 00:11:36,81K-148K,Kazu,2.0,          California         ,Oakland,10.0 to 17.0 employees,520.0
632,Geologist,III,2020-01-25 20:42:49,,13K-143K,Jetwire,5.0,          Ohio         ,Akron,40.0 to 68.0 employees,734.2857142857142
633,Budget/Accounting,Analyst IV,2016-10-03 11:38:40,2016-11-23 11:38:40,51K-162K,Reallinks,7.0,          Florida         ,Pompano Beach,60.0 to 102.0 employees,797.7777777777777
634,Financial,Analyst,2016-07-02 21:43:54,2016-09-09 21:43:54,43K-126K,Zoozzy,4.0,          Illinois         ,Chicago,30.0 to 51.0 employees,686.6666666666666
635,Senior,Quality Engineer,2020-09-09 19:08:07,2020-10-01 19:08:07,60K-120K,Demimbu,5.0,          Texas         ,Fort Worth,40.0 to 68.0 employees,734.2857142857142
636,Marketing,Manager,2017-12-31 03:02:42,2018-03-05 03:02:42,44K-192K,Aivee,3.0,          Texas         ,Dallas,20.0 to 34.0 employees,620.0
637,Web,Designer IV,2020-08-28 17:39:16,2020-09-28 17:39:16,54K-167K,Realcube,6.0,          Pennsylvania         ,Pittsburgh,50.0 to 85.0 employees,770.0
638,Environmental,Tech,2016-03-26 04:52:50,2016-07-02 04:52:50,67K-139K,Zoombeat,6.0,          South Carolina         ,Greenville,50.0 to 85.0 employees,770.0
639,VP,Quality Control,2016-05-02 19:52:09,2016-08-09 19:52:09,48K-163K,Dynabox,5.0,          Ohio         ,Cincinnati,40.0 to 68.0 employees,734.2857142857142
640,Director,of Sales,2021-01-06 20:03:10,2021-01-17 20:03:10,37K-160K,Realfire,6.0,          District of Columbia         ,Washington,50.0 to 85.0 employees,770.0
641,Structural,Analysis Engineer,2021-01-05 03:03:02,2021-03-01 03:03:02,0K-135K,Flashpoint,8.0,          Ohio         ,Youngstown,70.0 to 119.0 employees,820.0
642,Legal,Assistant,2016-04-02 12:05:29,2016-05-14 12:05:29,68K-194K,Photojam,6.0,          California         ,Oakland,50.0 to 85.0 employees,770.0
643,Programmer,IV,2019-06-28 14:39:47,,69K-135K,Trupe,3.0,          California         ,Sacramento,20.0 to 34.0 employees,620.0
644,Recruiter,,2018-02-06 18:47:18,2018-04-01 18:47:18,73K-150K,Gabtune,5.0,          Florida         ,Tampa,40.0 to 68.0 employees,734.2857142857142
645,Accounting,Assistant II,2016-04-09 14:21:56,2016-04-20 14:21:56,46K-151K,Topiczoom,7.0,          Indiana         ,Fort Wayne,60.0 to 102.0 employees,797.7777777777777
646,Environmental,Tech,2017-12-16 15:47:18,2018-01-09 15:47:18,65K-130K,Devbug,4.0,          Mississippi         ,Jackson,30.0 to 51.0 employees,686.6666666666666
647,Librarian,,2018-02-23 22:53:39,2018-05-01 22:53:39,18K-107K,Blognation,8.0,          Hawaii         ,Honolulu,70.0 to 119.0 employees,820.0
648,Software,Test Engineer II,2016-03-17 04:58:10,2016-05-17 04:58:10,96K-103K,Eayo,2.0,          Idaho         ,Boise,10.0 to 17.0 employees,520.0
649,Civil,Engineer,2019-08-30 00:38:26,2019-09-07 00:38:26,96K-184K,Quatz,3.0,          Virginia         ,Richmond,20.0 to 34.0 employees,620.0
